Timestamp,Channel1
2024-04-16 20:43:51,10740
2024-04-16 20:43:51,1331
2024-04-16 20:43:51,6325
2024-04-16 20:43:51,6579
2024-04-16 20:43:51,6577
2024-04-16 20:43:51,6836
2024-04-16 20:43:51,7089
2024-04-16 20:43:51,6321
2024-04-16 20:43:51,7223
2024-04-16 20:43:51,7091
2024-04-16 20:43:51,6454
2024-04-16 20:43:51,6190
2024-04-16 20:43:51,6958
2024-04-16 20:43:51,5941
2024-04-16 20:43:51,5944
2024-04-16 20:43:51,7342
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5941
2024-04-16 20:43:51,6325
2024-04-16 20:43:51,1674
2024-04-16 20:43:51,7093
2024-04-16 20:43:51,5810
2024-04-16 20:43:51,5810
2024-04-16 20:43:51,5810
2024-04-16 20:43:51,5810
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,6328
2024-04-16 20:43:51,6190
2024-04-16 20:43:51,7217
2024-04-16 20:43:51,1674
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,6327
2024-04-16 20:43:51,6190
2024-04-16 20:43:51,6963
2024-04-16 20:43:51,1674
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,6324
2024-04-16 20:43:51,6712
2024-04-16 20:43:51,5944
2024-04-16 20:43:51,1674
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5817
2024-04-16 20:43:51,5817
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,6320
2024-04-16 20:43:51,6200
2024-04-16 20:43:51,5937
2024-04-16 20:43:51,6285
2024-04-16 20:43:51,1325
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5817
2024-04-16 20:43:51,5816
2024-04-16 20:43:51,5815
2024-04-16 20:43:51,5814
2024-04-16 20:43:51,5815
2024-04-16 20:43:51,5816
2024-04-16 20:43:51,5816
2024-04-16 20:43:51,5816
2024-04-16 20:43:51,5816
2024-04-16 20:43:51,5815
2024-04-16 20:43:51,5815
2024-04-16 20:43:51,5814
2024-04-16 20:43:51,5814
2024-04-16 20:43:51,5813
2024-04-16 20:43:51,6830
2024-04-16 20:43:51,7345
2024-04-16 20:43:51,1674
2024-04-16 20:43:51,5810
2024-04-16 20:43:51,5810
2024-04-16 20:43:51,5810
2024-04-16 20:43:51,5809
2024-04-16 20:43:51,5813
2024-04-16 20:43:51,6318
2024-04-16 20:43:51,6702
2024-04-16 20:43:51,6446
2024-04-16 20:43:51,5808
2024-04-16 20:43:51,5810
2024-04-16 20:43:51,5810
2024-04-16 20:43:51,5808
2024-04-16 20:43:51,6574
2024-04-16 20:43:51,7342
2024-04-16 20:43:51,6329
2024-04-16 20:43:51,6576
2024-04-16 20:43:51,6584
2024-04-16 20:43:51,6706
2024-04-16 20:43:51,6574
2024-04-16 20:43:51,6451
2024-04-16 20:43:51,1674
2024-04-16 20:43:51,6454
2024-04-16 20:43:51,6451
2024-04-16 20:43:51,6452
2024-04-16 20:43:51,6576
